date,pub,supplier,amount,category
2/4/2026,Fox & Hound - Hamilton,Amazon Business,175.43,Utilities
2026-02-04,Fox & Hound - Hamilton,Local Butcher,721.26,Supplies
2026-02-02,White Hart - Inverness,British Gas,280.53,Alcohol
18/03/2026,The Plough - Falkirk,JJ Food Service,657.08,Food
2026-02-20,The Plough - Falkirk,EON Energy,411.02,   
2026-01-28,The Swan - Ayr,Diageo Ltd,1121.41,Supplies
02/04/2026,The Plough - Falkirk,BOOKER,653.64,Supplies
02/03/2026,White Hart - Inverness,Coca Cola,119.01,
15/02/2026,White Hart - Inverness,Scottish Water,£593.10,Alcohol
01/03/2026,The Ship Inn - Oban,Scottish Water,£153.89,   
4/6/2026,The Swan - Ayr,DIAGEO,740.51,Food
19/02/2026,Fox & Hound - Hamilton,Heineken UK,582.73,   
2026-01-08,The Anchor - Perth,DIAGEO,846.72,
1/8/2026,Black Bull - Dundee,JJ Food Service,1210.36,   
4/2/2026,The Ship Inn - Oban,Heineken UK,918.53,
12/03/2026,Queens Head - Aberdeen,Amazon Business,£705.35,Soft Drinks
2026-04-17,The Anchor - Perth,Bidfood,193.33,Alcohol
2026-01-09,Fox & Hound - Hamilton,Brakes Catering,579.61,Supplies
4/23/2026,Royal Oak - Paisley,Scottish Water,927.78,
30/03/2026,The Anchor - Perth,BT PLC,962.24,Alcohol
07/04/2026,The Crown - Stirling,Amazon Business,447.19,Supplies
04/01/2026,Queens Head - Aberdeen,BOOKER,96.93,Utilities
08/01/2026,Queens Head - Aberdeen,Diageo Ltd,£1120.91,
2026-01-22,The Swan - Ayr,BT PLC,1118.93,Alcohol
28/01/2026,The Anchor - Perth,EON Energy,693.82,
1/24/2026,Queens Head - Aberdeen,Local Butcher,£737.51,Utilities
22/03/2026,The Swan - Ayr,Heineken UK,1129.03,Food
1/25/2026,Red Lion - Glasgow,Local Butcher,601.08,Supplies
3/22/2026,Fox & Hound - Hamilton,British Gas,£328.08,
2026-02-01,Red Lion - Glasgow,Local Butcher,655.65,
2026-04-21,The Plough - Falkirk,British Gas,£1086.42,Soft Drinks
21/02/2026,Black Bull - Dundee,BOOKER,269.32,Supplies
03/02/2026,Kings Arms - Edinburgh,BOOKER,1227.61,Utilities
28/03/2026,Royal Oak - Paisley,Heineken UK,1093.76,Food
2026-04-15,The Plough - Falkirk,Brakes Catering,522.60,Alcohol
15/03/2026,Queens Head - Aberdeen,Coca Cola,1022.28,Supplies
2026-02-04,White Hart - Inverness,Heineken UK,620.81,Supplies
24/01/2026,The Plough - Falkirk,BT PLC,£152.52,   
1/17/2026,The Ship Inn - Oban,Diageo Ltd,189.75,Supplies
2026-03-09,White Hart - Inverness,Local Butcher,140.33,Soft Drinks
09/03/2026,White Hart - Inverness,Heineken UK,171.90,
28/02/2026,The Ship Inn - Oban,BOOKER,282.23,
21/04/2026,Black Bull - Dundee,Bidfood,825.91,
2026-03-22,Fox & Hound - Hamilton,British Gas,1165.35,Utilities
18/03/2026,Black Bull - Dundee,Booker Wholesale,652.38,Food
29/01/2026,Red Lion - Glasgow,DIAGEO,79.95,   
4/29/2026,Queens Head - Aberdeen,Brakes Catering,159.15,   
2026-03-24,Fox & Hound - Hamilton,Scottish Water,£545.71,Alcohol
21/02/2026,Royal Oak - Paisley,Bidfood,865.86,Supplies
07/03/2026,Royal Oak - Paisley,Booker Wholesale,£124.75,Food
2026-04-09,White Hart - Inverness,Amazon Business,£431.19,Supplies
4/7/2026,The Plough - Falkirk,Diageo Ltd,66.49,Alcohol
2/13/2026,Fox & Hound - Hamilton,Amazon Business,223.50,
2026-04-29,Fox & Hound - Hamilton,Diageo Ltd,250.98,Soft Drinks
07/01/2026,The Plough - Falkirk,Local Butcher,£445.16,
2026-04-19,The Anchor - Perth,Coca Cola,61.10,
2026-01-31,Red Lion - Glasgow,Diageo Ltd,£203.97,
2026-04-14,The Plough - Falkirk,British Gas,908.33,
2026-02-01,The Ship Inn - Oban,British Gas,786.97,Soft Drinks
4/27/2026,The Plough - Falkirk,British Gas,482.17,Food
2026-02-01,The Ship Inn - Oban,British Gas,388.24,Utilities
03/03/2026,The Ship Inn - Oban,BOOKER,£348.57,Food
2026-04-14,The Plough - Falkirk,EON Energy,1170.00,Soft Drinks
1/4/2026,The Ship Inn - Oban,BT PLC,1011.02,Alcohol
18/04/2026,The Ship Inn - Oban,BT PLC,£670.02,Alcohol
25/01/2026,Kings Arms - Edinburgh,Amazon Business,1052.50,Supplies
3/16/2026,Kings Arms - Edinburgh,BOOKER,£566.64,Alcohol
1/1/2026,Black Bull - Dundee,Bidfood,147.56,   
3/20/2026,The Ship Inn - Oban,Amazon Business,885.35,Supplies
4/11/2026,Royal Oak - Paisley,Scottish Water,£91.44,Utilities
18/02/2026,The Crown - Stirling,DIAGEO,455.01,Utilities
2026-01-02,Red Lion - Glasgow,Local Butcher,900.67,Food
2026-03-20,Royal Oak - Paisley,Amazon Business,1153.63,
2026-03-23,Kings Arms - Edinburgh,Diageo Ltd,338.42,Utilities
2026-03-12,Red Lion - Glasgow,Heineken UK,1151.48,Soft Drinks
4/10/2026,The Swan - Ayr,Booker Wholesale,382.53,Food
08/03/2026,Queens Head - Aberdeen,Bidfood,£1162.26,Soft Drinks
15/04/2026,Queens Head - Aberdeen,DIAGEO,933.77,Supplies
3/11/2026,Fox & Hound - Hamilton,DIAGEO,312.63,Supplies
2026-01-29,The Anchor - Perth,JJ Food Service,£1135.17,Supplies
3/24/2026,The Anchor - Perth,Booker Wholesale,220.94,Alcohol
3/15/2026,White Hart - Inverness,Bidfood,335.27,Soft Drinks
4/7/2026,The Crown - Stirling,DIAGEO,235.72,   
2/12/2026,Royal Oak - Paisley,BT PLC,977.91,   
30/01/2026,The Ship Inn - Oban,Bidfood,£50.91,Alcohol
1/27/2026,The Crown - Stirling,BT PLC,907.20,Food
2/2/2026,White Hart - Inverness,Local Butcher,420.66,   
4/29/2026,Royal Oak - Paisley,British Gas,425.12,Utilities
1/1/2026,Black Bull - Dundee,Brakes Catering,591.77,Soft Drinks
26/03/2026,Fox & Hound - Hamilton,Coca Cola,703.31,Soft Drinks
4/3/2026,White Hart - Inverness,BOOKER,102.95,
12/01/2026,The Crown - Stirling,Local Butcher,229.44,Utilities
14/01/2026,The Crown - Stirling,Coca Cola,939.36,   
4/17/2026,Black Bull - Dundee,Heineken UK,933.73,Utilities
12/02/2026,Royal Oak - Paisley,Diageo Ltd,61.90,   
2026-01-17,The Plough - Falkirk,DIAGEO,167.11,   
2026-04-03,White Hart - Inverness,Coca Cola,1109.76,
22/04/2026,The Crown - Stirling,Scottish Water,837.93,
2026-03-15,Red Lion - Glasgow,Amazon Business,904.28,   
26/02/2026,The Crown - Stirling,JJ Food Service,£181.75,   
08/02/2026,The Swan - Ayr,Scottish Water,£368.65,Food
4/14/2026,Royal Oak - Paisley,Booker Wholesale,60.80,Utilities
2026-04-05,Red Lion - Glasgow,DIAGEO,£1017.40,
2026-01-24,Black Bull - Dundee,British Gas,94.78,Soft Drinks
12/04/2026,The Plough - Falkirk,Diageo Ltd,£1038.13,Alcohol
12/03/2026,The Crown - Stirling,JJ Food Service,679.59,Soft Drinks
25/03/2026,Fox & Hound - Hamilton,Bidfood,186.56,   
4/11/2026,The Crown - Stirling,Diageo Ltd,864.66,Supplies
24/03/2026,Black Bull - Dundee,DIAGEO,553.86,
2026-02-01,The Swan - Ayr,DIAGEO,482.57,   
2026-04-06,The Ship Inn - Oban,BOOKER,150.39,Alcohol
1/11/2026,White Hart - Inverness,Bidfood,1160.84,   
3/8/2026,Royal Oak - Paisley,Bidfood,1185.03,Food
4/18/2026,The Ship Inn - Oban,Heineken UK,309.59,Food
13/02/2026,The Plough - Falkirk,Coca Cola,145.06,Food
26/03/2026,The Swan - Ayr,EON Energy,710.09,
2026-01-27,The Ship Inn - Oban,British Gas,70.43,
2026-03-26,The Anchor - Perth,Coca Cola,942.67,
28/04/2026,Fox & Hound - Hamilton,Brakes Catering,1069.95,
16/03/2026,The Ship Inn - Oban,Heineken UK,633.24,Soft Drinks
19/02/2026,White Hart - Inverness,Local Butcher,565.17,   
2026-03-05,Fox & Hound - Hamilton,DIAGEO,151.28,Utilities
22/04/2026,Fox & Hound - Hamilton,Booker Wholesale,813.39,Alcohol
1/3/2026,White Hart - Inverness,Bidfood,1130.88,
2026-01-22,Queens Head - Aberdeen,Booker Wholesale,333.63,Supplies
19/03/2026,The Ship Inn - Oban,Brakes Catering,588.91,Utilities
07/04/2026,Red Lion - Glasgow,Bidfood,385.52,Food
2026-03-16,Queens Head - Aberdeen,EON Energy,307.94,Food
4/9/2026,Fox & Hound - Hamilton,JJ Food Service,£553.82,Utilities
4/1/2026,Red Lion - Glasgow,Bidfood,850.27,
1/10/2026,Fox & Hound - Hamilton,Local Butcher,872.58,Alcohol
4/5/2026,The Crown - Stirling,DIAGEO,1192.31,Supplies
4/20/2026,Black Bull - Dundee,Local Butcher,1152.36,Soft Drinks
27/04/2026,The Swan - Ayr,EON Energy,1100.36,Utilities
12/02/2026,Kings Arms - Edinburgh,JJ Food Service,£536.10,Food
14/03/2026,Red Lion - Glasgow,Bidfood,988.76,Food
1/14/2026,Royal Oak - Paisley,BOOKER,£952.31,Food
3/28/2026,The Plough - Falkirk,DIAGEO,£938.33,Supplies
2/3/2026,The Crown - Stirling,Heineken UK,249.16,   
19/01/2026,The Ship Inn - Oban,BT PLC,964.75,Food
06/01/2026,Fox & Hound - Hamilton,Scottish Water,£240.44,Utilities
2026-03-16,The Crown - Stirling,BOOKER,424.91,Supplies
3/18/2026,Black Bull - Dundee,Heineken UK,£708.73,
2026-03-09,The Plough - Falkirk,British Gas,151.84,Supplies
4/4/2026,Royal Oak - Paisley,EON Energy,590.30,Food
2026-01-11,Black Bull - Dundee,BT PLC,810.91,   
2026-04-23,Queens Head - Aberdeen,Local Butcher,343.59,Alcohol
2/5/2026,The Ship Inn - Oban,EON Energy,475.84,
26/03/2026,Queens Head - Aberdeen,Coca Cola,1015.84,
4/6/2026,The Swan - Ayr,Diageo Ltd,695.04,Soft Drinks
1/7/2026,Fox & Hound - Hamilton,EON Energy,783.66,Food
13/02/2026,Queens Head - Aberdeen,British Gas,586.03,   
2/5/2026,The Crown - Stirling,BT PLC,814.70,Alcohol
2/14/2026,Royal Oak - Paisley,Local Butcher,1129.67,   
04/01/2026,White Hart - Inverness,Scottish Water,93.00,
2026-02-17,The Plough - Falkirk,EON Energy,348.22,
2026-03-01,The Anchor - Perth,DIAGEO,596.87,Alcohol
2026-02-18,Queens Head - Aberdeen,DIAGEO,£841.13,Supplies
01/04/2026,The Crown - Stirling,EON Energy,420.39,
2026-01-07,Queens Head - Aberdeen,Brakes Catering,429.20,Alcohol
2026-04-06,Black Bull - Dundee,DIAGEO,954.01,Supplies
05/04/2026,Fox & Hound - Hamilton,Bidfood,142.65,Soft Drinks
2026-04-27,Queens Head - Aberdeen,Diageo Ltd,£442.15,
02/04/2026,The Swan - Ayr,Coca Cola,£398.62,Alcohol
4/19/2026,Red Lion - Glasgow,Brakes Catering,942.46,   
2026-04-17,The Anchor - Perth,Brakes Catering,919.81,   
3/24/2026,White Hart - Inverness,Local Butcher,712.99,
20/01/2026,The Ship Inn - Oban,BOOKER,73.66,   
2026-04-23,The Ship Inn - Oban,EON Energy,350.48,
16/04/2026,Kings Arms - Edinburgh,Diageo Ltd,345.52,Utilities
16/01/2026,The Swan - Ayr,BT PLC,1038.25,Food
24/01/2026,Queens Head - Aberdeen,Bidfood,1037.35,   
2026-02-06,Kings Arms - Edinburgh,Bidfood,£621.00,
19/01/2026,White Hart - Inverness,Amazon Business,1081.10,
4/28/2026,Queens Head - Aberdeen,Booker Wholesale,£915.79,Utilities
3/10/2026,White Hart - Inverness,Diageo Ltd,412.27,Alcohol
13/01/2026,The Anchor - Perth,DIAGEO,881.66,Supplies
2026-02-27,The Plough - Falkirk,Amazon Business,£803.81,   
2026-03-15,The Anchor - Perth,Amazon Business,£701.10,Food
17/01/2026,The Ship Inn - Oban,Local Butcher,881.52,Supplies
4/2/2026,The Swan - Ayr,Bidfood,1223.34,Utilities
11/03/2026,The Crown - Stirling,British Gas,820.24,Utilities
27/04/2026,White Hart - Inverness,BOOKER,610.20,Food
2026-04-15,The Swan - Ayr,Brakes Catering,846.79,Utilities
10/03/2026,Fox & Hound - Hamilton,Local Butcher,949.21,   
28/01/2026,The Crown - Stirling,JJ Food Service,£371.87,Soft Drinks
2026-04-06,Red Lion - Glasgow,Booker Wholesale,636.59,Supplies
2026-04-06,The Anchor - Perth,Coca Cola,£670.96,Food
3/22/2026,The Ship Inn - Oban,JJ Food Service,£522.08,Utilities
2026-03-23,The Plough - Falkirk,Diageo Ltd,374.36,
2026-03-30,Royal Oak - Paisley,Bidfood,879.24,Utilities
2026-04-16,The Anchor - Perth,DIAGEO,259.14,
2/19/2026,The Plough - Falkirk,British Gas,961.52,Food
2026-01-01,The Ship Inn - Oban,BT PLC,835.39,
01/02/2026,Fox & Hound - Hamilton,Booker Wholesale,1132.73,Utilities
2026-04-03,Kings Arms - Edinburgh,Scottish Water,391.69,
2026-04-05,The Swan - Ayr,DIAGEO,£253.10,Alcohol
1/26/2026,Red Lion - Glasgow,BT PLC,938.50,   
2/12/2026,The Plough - Falkirk,Amazon Business,129.98,Alcohol
2026-01-23,Kings Arms - Edinburgh,Diageo Ltd,135.09,Alcohol
3/7/2026,Queens Head - Aberdeen,Local Butcher,1084.31,Soft Drinks
4/30/2026,Red Lion - Glasgow,Local Butcher,935.95,
06/03/2026,The Anchor - Perth,Coca Cola,528.06,
28/04/2026,Royal Oak - Paisley,Heineken UK,673.38,Alcohol
17/04/2026,The Anchor - Perth,Brakes Catering,749.02,Supplies
07/01/2026,White Hart - Inverness,JJ Food Service,1032.57,
2/12/2026,The Ship Inn - Oban,BOOKER,545.31,Supplies
2026-01-12,Queens Head - Aberdeen,Local Butcher,£856.54,Supplies
2026-03-31,Black Bull - Dundee,BT PLC,875.18,   
01/03/2026,The Crown - Stirling,Bidfood,427.05,Supplies
2026-02-20,Fox & Hound - Hamilton,Coca Cola,£175.15,Soft Drinks
17/01/2026,The Ship Inn - Oban,Diageo Ltd,680.62,Soft Drinks
11/02/2026,Red Lion - Glasgow,British Gas,£128.58,   
3/26/2026,White Hart - Inverness,JJ Food Service,983.32,Food
24/03/2026,Kings Arms - Edinburgh,BT PLC,650.55,Food
4/14/2026,Red Lion - Glasgow,Diageo Ltd,275.91,Supplies
25/02/2026,The Plough - Falkirk,Diageo Ltd,1191.35,
3/19/2026,The Plough - Falkirk,Amazon Business,265.93,   
4/25/2026,Fox & Hound - Hamilton,Bidfood,150.88,Soft Drinks
14/04/2026,Queens Head - Aberdeen,Booker Wholesale,378.89,   
2026-04-06,White Hart - Inverness,Amazon Business,295.20,   
1/18/2026,Kings Arms - Edinburgh,Heineken UK,164.54,Soft Drinks
02/02/2026,Royal Oak - Paisley,Bidfood,£268.81,Supplies
1/3/2026,The Plough - Falkirk,Amazon Business,379.60,Food
23/04/2026,White Hart - Inverness,DIAGEO,£1198.21,Soft Drinks
21/02/2026,The Plough - Falkirk,Amazon Business,943.89,Supplies
2026-01-25,Black Bull - Dundee,Scottish Water,420.52,
2026-02-12,White Hart - Inverness,Heineken UK,£569.20,Soft Drinks
3/29/2026,Royal Oak - Paisley,Scottish Water,797.94,Food
26/01/2026,The Anchor - Perth,Coca Cola,97.36,Supplies
4/25/2026,The Plough - Falkirk,DIAGEO,657.81,Food
27/02/2026,The Ship Inn - Oban,Brakes Catering,635.11,Food
14/04/2026,The Anchor - Perth,British Gas,890.33,Supplies
1/6/2026,The Plough - Falkirk,Coca Cola,438.92,Alcohol
2026-04-24,Royal Oak - Paisley,Bidfood,1133.56,Alcohol
1/6/2026,Kings Arms - Edinburgh,BT PLC,860.65,Utilities
4/28/2026,Red Lion - Glasgow,BOOKER,363.99,Food
2026-02-23,Fox & Hound - Hamilton,DIAGEO,627.71,   
4/1/2026,Red Lion - Glasgow,Coca Cola,719.18,Food
2026-01-27,White Hart - Inverness,Heineken UK,900.30,Utilities
2026-02-28,Fox & Hound - Hamilton,Bidfood,869.94,Alcohol
3/11/2026,The Plough - Falkirk,EON Energy,566.20,Food
30/04/2026,White Hart - Inverness,Bidfood,655.19,   
2/16/2026,The Crown - Stirling,DIAGEO,515.69,Supplies
2026-04-07,Red Lion - Glasgow,Coca Cola,120.91,Alcohol
1/12/2026,White Hart - Inverness,Amazon Business,£402.04,Food
4/17/2026,Queens Head - Aberdeen,Brakes Catering,313.81,   
2026-03-24,Kings Arms - Edinburgh,JJ Food Service,519.01,
27/04/2026,White Hart - Inverness,Booker Wholesale,679.14,   
01/01/2026,The Anchor - Perth,Brakes Catering,106.48,Alcohol
2026-03-08,The Crown - Stirling,JJ Food Service,1235.48,Alcohol
2026-02-14,The Ship Inn - Oban,Brakes Catering,1010.16,Soft Drinks
2026-04-05,The Plough - Falkirk,Coca Cola,825.18,
2026-01-12,Red Lion - Glasgow,British Gas,628.88,
1/5/2026,The Anchor - Perth,BOOKER,358.15,Soft Drinks
2026-04-28,The Anchor - Perth,JJ Food Service,253.92,Soft Drinks
2026-01-18,Royal Oak - Paisley,DIAGEO,1130.14,Utilities
2026-02-21,Queens Head - Aberdeen,BT PLC,451.46,Alcohol
2026-03-31,Royal Oak - Paisley,Bidfood,£1234.39,Food
28/01/2026,Fox & Hound - Hamilton,Coca Cola,458.16,Utilities
30/01/2026,White Hart - Inverness,Local Butcher,118.96,   
2/1/2026,The Ship Inn - Oban,Diageo Ltd,584.25,Food
2026-02-25,White Hart - Inverness,Brakes Catering,397.95,Food
20/01/2026,The Plough - Falkirk,Heineken UK,£235.46,
11/02/2026,White Hart - Inverness,Bidfood,968.10,
2026-01-11,Royal Oak - Paisley,JJ Food Service,758.47,Supplies
2/4/2026,Queens Head - Aberdeen,Scottish Water,432.38,   
2026-03-03,Fox & Hound - Hamilton,Heineken UK,815.82,Utilities
2026-03-04,Black Bull - Dundee,Bidfood,£207.87,
4/12/2026,The Anchor - Perth,BOOKER,£164.37,Supplies
2/17/2026,The Crown - Stirling,BOOKER,941.87,Alcohol
09/03/2026,Royal Oak - Paisley,DIAGEO,1209.82,Alcohol
3/16/2026,White Hart - Inverness,JJ Food Service,559.17,Alcohol
1/29/2026,White Hart - Inverness,BOOKER,1139.34,   
1/13/2026,The Anchor - Perth,JJ Food Service,504.53,Food
2026-02-11,Fox & Hound - Hamilton,EON Energy,1039.31,
2/6/2026,Queens Head - Aberdeen,Local Butcher,352.99,Supplies
12/01/2026,Fox & Hound - Hamilton,Booker Wholesale,409.72,   
13/02/2026,The Crown - Stirling,Heineken UK,£117.59,Food
07/02/2026,Fox & Hound - Hamilton,BT PLC,612.97,   
23/04/2026,The Ship Inn - Oban,Amazon Business,257.19,
2026-01-19,The Anchor - Perth,Scottish Water,£1022.52,
09/02/2026,Kings Arms - Edinburgh,Booker Wholesale,620.89,Utilities
4/5/2026,Fox & Hound - Hamilton,BT PLC,132.65,
11/03/2026,The Plough - Falkirk,BT PLC,1134.73,Utilities
2026-03-03,The Ship Inn - Oban,EON Energy,£630.37,Alcohol
24/03/2026,The Ship Inn - Oban,British Gas,343.60,Food
2026-01-25,The Swan - Ayr,DIAGEO,£911.56,
2026-03-27,The Anchor - Perth,Amazon Business,354.22,Supplies
08/03/2026,Kings Arms - Edinburgh,Bidfood,1093.57,Soft Drinks
21/03/2026,The Swan - Ayr,Booker Wholesale,£144.40,Alcohol
09/04/2026,Kings Arms - Edinburgh,JJ Food Service,£931.14,   
04/03/2026,Fox & Hound - Hamilton,Amazon Business,£967.38,   
17/01/2026,The Crown - Stirling,Coca Cola,£384.26,Soft Drinks
2/27/2026,Fox & Hound - Hamilton,JJ Food Service,£1087.41,Soft Drinks
10/02/2026,Fox & Hound - Hamilton,BT PLC,469.11,Utilities
10/02/2026,Red Lion - Glasgow,Amazon Business,217.13,Soft Drinks
3/15/2026,Royal Oak - Paisley,EON Energy,455.51,   
3/12/2026,Black Bull - Dundee,Booker Wholesale,861.67,Utilities
2026-01-04,Queens Head - Aberdeen,Scottish Water,£1169.31,Soft Drinks
17/02/2026,The Crown - Stirling,JJ Food Service,£392.87,Food
06/04/2026,Royal Oak - Paisley,BT PLC,£1057.63,Alcohol
2/28/2026,Royal Oak - Paisley,Bidfood,1009.25,Alcohol
1/3/2026,The Ship Inn - Oban,DIAGEO,1010.75,Food
23/02/2026,Black Bull - Dundee,Diageo Ltd,641.77,Food
2026-01-04,Black Bull - Dundee,Local Butcher,209.58,Utilities
2026-04-10,Royal Oak - Paisley,EON Energy,£355.85,Soft Drinks
2026-04-16,Fox & Hound - Hamilton,Coca Cola,353.31,Food
02/01/2026,The Ship Inn - Oban,Coca Cola,681.97,Soft Drinks
3/19/2026,Fox & Hound - Hamilton,Brakes Catering,726.70,Utilities
2026-04-21,The Ship Inn - Oban,BOOKER,733.62,
26/02/2026,Kings Arms - Edinburgh,Diageo Ltd,81.02,
2026-02-16,Black Bull - Dundee,Scottish Water,83.66,   
1/15/2026,White Hart - Inverness,Brakes Catering,1230.38,Soft Drinks
2026-01-08,The Anchor - Perth,Scottish Water,932.97,   
30/04/2026,Kings Arms - Edinburgh,DIAGEO,£759.40,   
4/10/2026,Red Lion - Glasgow,Bidfood,434.85,
19/04/2026,The Ship Inn - Oban,Amazon Business,648.02,Food
2026-01-21,The Crown - Stirling,Local Butcher,£123.38,Food
2026-02-15,Fox & Hound - Hamilton,Heineken UK,£1174.61,
01/01/2026,Red Lion - Glasgow,Scottish Water,£89.20,Alcohol
01/01/2026,The Swan - Ayr,Bidfood,908.88,Soft Drinks
2026-04-22,Royal Oak - Paisley,Brakes Catering,284.15,   
04/04/2026,Royal Oak - Paisley,JJ Food Service,529.11,
1/13/2026,The Anchor - Perth,Coca Cola,£662.57,Food
2026-04-14,Royal Oak - Paisley,Heineken UK,121.45,Alcohol
2026-02-22,Kings Arms - Edinburgh,EON Energy,620.31,Alcohol
2026-02-13,Queens Head - Aberdeen,JJ Food Service,203.15,   
2/2/2026,Black Bull - Dundee,Booker Wholesale,693.47,   
2026-03-27,The Plough - Falkirk,Scottish Water,770.82,Food
05/01/2026,Queens Head - Aberdeen,Booker Wholesale,505.89,   
2026-03-05,Red Lion - Glasgow,Heineken UK,£525.68,   
3/5/2026,Red Lion - Glasgow,British Gas,£960.82,
28/04/2026,The Crown - Stirling,DIAGEO,225.09,Utilities
20/01/2026,The Swan - Ayr,Coca Cola,980.58,Soft Drinks
2026-04-05,Red Lion - Glasgow,Local Butcher,£862.72,Supplies
19/04/2026,Queens Head - Aberdeen,EON Energy,572.01,Soft Drinks
3/25/2026,The Plough - Falkirk,DIAGEO,£166.14,
12/04/2026,The Ship Inn - Oban,British Gas,397.13,   
09/04/2026,The Ship Inn - Oban,Brakes Catering,234.37,
2026-01-24,The Plough - Falkirk,Bidfood,1094.97,Alcohol
11/02/2026,Queens Head - Aberdeen,Brakes Catering,626.53,Utilities
2026-04-15,The Anchor - Perth,Scottish Water,139.09,Alcohol
16/02/2026,The Crown - Stirling,JJ Food Service,770.38,Utilities
27/01/2026,Royal Oak - Paisley,Heineken UK,683.06,
2026-03-02,Queens Head - Aberdeen,Local Butcher,504.89,   
26/01/2026,The Anchor - Perth,Bidfood,829.47,
2026-03-06,The Anchor - Perth,Amazon Business,309.34,Supplies
03/01/2026,Fox & Hound - Hamilton,BT PLC,965.00,Food
07/04/2026,White Hart - Inverness,Diageo Ltd,1202.85,Soft Drinks
26/04/2026,The Crown - Stirling,EON Energy,459.17,Alcohol
23/02/2026,The Ship Inn - Oban,DIAGEO,167.99,Utilities
1/1/2026,Fox & Hound - Hamilton,Booker Wholesale,210.76,   
24/03/2026,The Ship Inn - Oban,EON Energy,£550.70,Food
2026-01-28,The Crown - Stirling,Heineken UK,178.59,Alcohol
2026-04-02,Fox & Hound - Hamilton,JJ Food Service,754.00,
2026-02-06,Royal Oak - Paisley,Brakes Catering,£941.22,Supplies
20/02/2026,White Hart - Inverness,Scottish Water,734.07,Utilities
2/17/2026,The Plough - Falkirk,Coca Cola,208.33,   
2026-01-29,Red Lion - Glasgow,Local Butcher,379.49,Food
15/01/2026,Kings Arms - Edinburgh,BOOKER,428.21,Supplies
3/19/2026,The Plough - Falkirk,EON Energy,£178.22,Utilities
4/4/2026,The Ship Inn - Oban,Local Butcher,321.13,   
25/04/2026,The Ship Inn - Oban,JJ Food Service,630.13,   
2026-02-01,Queens Head - Aberdeen,BT PLC,671.73,Alcohol
02/01/2026,The Anchor - Perth,Amazon Business,695.28,   
2026-02-19,Fox & Hound - Hamilton,Bidfood,841.71,Utilities
2026-03-24,The Swan - Ayr,DIAGEO,£970.45,Supplies
2026-01-25,The Crown - Stirling,DIAGEO,£1214.05,Supplies
09/01/2026,The Ship Inn - Oban,EON Energy,£462.12,   
2026-02-11,The Anchor - Perth,BOOKER,£61.05,Utilities
29/01/2026,Royal Oak - Paisley,Brakes Catering,778.07,Alcohol
2026-01-06,Red Lion - Glasgow,Coca Cola,£781.53,   
15/04/2026,Fox & Hound - Hamilton,DIAGEO,£497.33,Alcohol
1/23/2026,Black Bull - Dundee,Amazon Business,890.16,Supplies
1/1/2026,The Anchor - Perth,DIAGEO,939.68,
07/01/2026,The Plough - Falkirk,British Gas,561.72,Utilities
2026-03-11,The Ship Inn - Oban,Coca Cola,813.64,Food
26/04/2026,Royal Oak - Paisley,JJ Food Service,428.24,Alcohol
3/5/2026,Queens Head - Aberdeen,Diageo Ltd,616.99,
2026-03-02,Black Bull - Dundee,Scottish Water,1131.41,Supplies
2026-04-10,The Ship Inn - Oban,BOOKER,233.39,Food
03/02/2026,Kings Arms - Edinburgh,Booker Wholesale,975.80,   
2/27/2026,The Anchor - Perth,Diageo Ltd,613.06,Utilities
2026-04-24,Royal Oak - Paisley,Bidfood,£273.74,Utilities
30/01/2026,Royal Oak - Paisley,BOOKER,£108.57,Food
2026-01-21,The Ship Inn - Oban,Local Butcher,375.85,
2026-04-06,Royal Oak - Paisley,BOOKER,395.81,
1/25/2026,Queens Head - Aberdeen,Amazon Business,£414.95,Alcohol
3/17/2026,The Anchor - Perth,EON Energy,395.79,
01/01/2026,The Swan - Ayr,DIAGEO,1201.19,Soft Drinks
1/4/2026,The Crown - Stirling,EON Energy,1085.01,Supplies
2026-04-12,Queens Head - Aberdeen,Booker Wholesale,493.81,Supplies
20/01/2026,White Hart - Inverness,JJ Food Service,865.13,Supplies
2/7/2026,The Plough - Falkirk,JJ Food Service,129.94,
1/10/2026,Black Bull - Dundee,Local Butcher,746.20,
1/17/2026,White Hart - Inverness,Amazon Business,150.31,
13/01/2026,The Ship Inn - Oban,Amazon Business,1230.11,Utilities
08/03/2026,The Anchor - Perth,British Gas,566.32,Alcohol
2026-04-21,The Crown - Stirling,Amazon Business,£571.76,Soft Drinks
2026-04-16,Kings Arms - Edinburgh,Bidfood,606.67,Supplies
2026-01-21,Fox & Hound - Hamilton,Local Butcher,153.82,
1/22/2026,Fox & Hound - Hamilton,Coca Cola,191.64,
2026-02-15,Red Lion - Glasgow,Heineken UK,720.59,
4/30/2026,Red Lion - Glasgow,BT PLC,803.41,Utilities
2/19/2026,Fox & Hound - Hamilton,Local Butcher,408.98,   
2/3/2026,Fox & Hound - Hamilton,EON Energy,818.86,
2026-01-16,Queens Head - Aberdeen,Booker Wholesale,573.38,
15/04/2026,Royal Oak - Paisley,Coca Cola,495.89,Food
27/02/2026,Queens Head - Aberdeen,British Gas,£1015.06,   
1/16/2026,The Swan - Ayr,Bidfood,£1082.32,
4/4/2026,The Anchor - Perth,EON Energy,781.99,
4/13/2026,Queens Head - Aberdeen,Coca Cola,£420.22,Food
